pressure
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1082.64045
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1033.78745
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
1063.09925
