date,a_x,a_y,a_z,angx,angy,angz,pressure,flag
46.901,-0.4,-1.01,9.6,24,-37,-141,20557.2,1
47.007,-0.42,-0.87,9.68,21,-40,-142,20565.1,1
47.114,-0.37,-0.68,9.74,22,-38,-141,20574.6,1
47.219,-0.33,-0.58,9.78,20,-36,-143,20579.7,1
47.325,-0.24,-0.38,9.84,18,-40,-145,20581.8,1
47.431,-0.06,-0.4,9.84,18,-35,-145,20583.8,1
47.536,0.03,-0.35,9.87,21,-36,-144,20580.5,1
47.642,0.28,-0.34,9.85,17,-36,-145,20577.8,1
47.748,0.49,-0.15,9.82,18,-33,-148,20571.1,1
47.854,0.58,-0.09,9.8,17,-32,-148,20564.7,1
47.96,0.72,-0.04,9.76,17,-32,-146,20556,1
48.066,0.76,-0.11,9.73,21,-32,-146,20552.1,1
48.172,0.71,-0.31,9.69,21,-34,-143,20544.7,1
48.278,0.66,-0.43,9.68,23,-33,-144,20539.9,1
48.384,0.52,-0.73,9.63,22,-33,-141,20537.2,1
48.49,0.32,-0.95,9.59,24,-36,-141,20535.1,1
48.596,0.24,-1.02,9.59,22,-36,-140,20534.5,1
48.702,0.06,-1.02,9.6,22,-40,-140,20535.9,1
48.808,-0.08,-0.92,9.62,24,-40,-139,20539.1,1
48.914,-0.12,-0.85,9.65,22,-37,-144,20542.6,1
49.019,-0.17,-0.69,9.69,24,-41,-143,20546.3,1
49.126,-0.18,-0.5,9.72,21,-41,-143,20549.5,1
49.231,-0.17,-0.39,9.74,19,-38,-149,20554.5,1
49.337,-0.12,-0.3,9.76,19,-41,-146,20555.7,1
49.443,0,-0.28,9.81,22,-44,-148,20555.9,1
49.549,0.13,-0.36,9.81,22,-40,-144,20554.6,1
49.655,0.19,-0.36,9.8,23,-39,-144,20552.4,1
49.761,0.31,-0.45,9.8,21,-36,-145,20552.3,1
49.867,0.44,-0.54,9.77,21,-40,-146,20546.3,1
49.973,0.48,-0.54,9.74,23,-35,-143,20541.5,1
50.079,0.5,-0.56,9.73,23,-37,-146,20537.9,1
50.185,0.46,-0.6,9.69,23,-36,-145,20533.9,1
50.291,0.41,-0.64,9.67,20,-38,-147,20532.7,1
50.397,0.25,-0.68,9.65,23,-37,-145,20533.1,1
50.502,0.09,-0.69,9.64,23,-41,-144,20535.5,1
50.608,0,-0.68,9.65,22,-40,-147,20537.9,1
50.714,-0.15,-0.6,9.66,18,-39,-147,20542.4,1
50.82,-0.25,-0.44,9.71,22,-43,-147,20549.2,1
50.926,-0.28,-0.45,9.73,20,-41,-148,20552.2,1
51.032,-0.28,-0.41,9.74,21,-41,-150,20555.2,1
51.138,-0.25,-0.34,9.77,21,-46,-147,20560.7,1
51.244,-0.13,-0.4,9.8,21,-43,-148,20561.3,1
51.35,-0.04,-0.41,9.8,23,-42,-147,20560,1
51.456,0.16,-0.4,9.81,22,-38,-147,20556.9,1
51.561,0.34,-0.33,9.82,20,-40,-145,20553.1,1
51.667,0.42,-0.29,9.81,19,-38,-148,20546.3,1
51.773,0.57,-0.24,9.79,15,-35,-147,20542,1
51.88,0.6,-0.14,9.74,18,-38,-149,20537.8,1
51.985,0.56,-0.01,9.7,16,-38,-147,20533.8,1
52.091,0.38,-0.01,9.7,16,-33,-150,20533.3,1
52.197,0.17,-0.07,9.68,16,-34,-149,20532.7,1
52.303,-0.03,-0.17,9.68,18,-36,-148,20535.9,1
52.409,-0.11,-0.22,9.69,18,-34,-148,20536.3,1
52.514,-0.21,-0.29,9.68,17,-40,-149,20539.2,1
52.62,-0.27,-0.18,9.74,14,-38,-149,20542.9,1
52.726,-0.28,-0.13,9.75,17,-36,-150,20545.6,1
52.832,-0.24,-0.1,9.77,15,-36,-149,20549,1
52.938,-0.17,-0.11,9.81,18,-38,-149,20548.9,1
53.044,-0.1,-0.17,9.8,16,-41,-151,20549.3,1
53.15,0.08,-0.39,9.8,17,-39,-145,20546.8,1
53.256,0.28,-0.75,9.78,20,-34,-145,20542.1,1
53.362,0.48,-1,9.7,19,-35,-145,20537.6,1
53.468,0.55,-1.12,9.67,20,-34,-142,20532.2,1
53.574,0.69,-1.28,9.62,21,-37,-141,20525.4,1
53.68,0.74,-1.33,9.55,23,-35,-141,20521.3,1
53.785,0.73,-1.27,9.54,24,-36,-143,20522.2,1
53.891,0.64,-1.16,9.55,22,-39,-142,20522.4,1
53.997,0.46,-1.1,9.57,23,-40,-140,20527.2,1
54.103,0.36,-1.08,9.58,20,-44,-145,20533,1
54.209,0.14,-1.08,9.6,21,-43,-146,20538.5,1
54.315,-0.05,-1.06,9.62,20,-46,-144,20546.7,1
54.421,-0.13,-1.08,9.61,19,-48,-147,20554.2,1
54.527,-0.21,-1.07,9.64,19,-47,-145,20563.7,1
54.632,-0.24,-0.85,9.72,16,-49,-147,20569.8,1
54.738,-0.2,-0.59,9.78,13,-46,-148,20570.1,1
54.844,-0.14,-0.5,9.79,14,-48,-150,20574.1,1
54.95,0.01,-0.41,9.84,12,-45,-149,20575.5,1
55.056,0.28,-0.43,9.84,12,-44,-148,20571.3,1
55.162,0.43,-0.49,9.83,11,-45,-148,20563.7,1
55.268,0.75,-0.36,9.8,11,-40,-148,20555.2,1
55.374,1.02,-0.27,9.74,9,-38,-151,20544.5,1
55.48,1.13,-0.27,9.72,8,-37,-151,20533.1,1
55.586,1.25,-0.42,9.64,11,-36,-149,20523.8,1
55.692,1.23,-0.71,9.56,10,-36,-148,20517,1
55.797,1.15,-0.9,9.51,10,-39,-144,20512.9,1
55.903,0.85,-1.06,9.46,16,-44,-145,20515.2,1
56.009,0.48,-0.96,9.51,10,-47,-147,20522.7,1
56.115,0.12,-0.99,9.56,10,-45,-146,20531.4,1
56.221,-0.05,-1.01,9.56,9,-52,-145,20541.2,1
56.327,-0.24,-1.08,9.62,8,-48,-146,20548.8,1
56.433,-0.29,-1.15,9.63,9,-47,-146,20557.5,1
56.538,-0.26,-1.13,9.66,9,-48,-146,20564.2,1
56.644,-0.19,-0.71,9.77,8,-48,-149,20568.4,1
56.75,-0.06,-0.38,9.85,6,-48,-148,20570.7,1
56.856,0,-0.29,9.85,4,-48,-151,20573.2,1
56.962,0.15,-0.26,9.85,2,-47,-151,20570.5,1
57.068,0.37,-0.43,9.83,1,-44,-147,20564.4,1
57.174,0.52,-0.51,9.82,4,-43,-150,20557.8,1
57.28,0.75,-0.39,9.78,2,-43,-147,20548.5,1
57.386,0.98,-0.35,9.74,3,-38,-151,20538.9,1
57.491,1.06,-0.44,9.67,1,-36,-149,20529.4,1
57.597,1.03,-0.52,9.62,4,-38,-147,20523.2,1
57.703,0.85,-0.77,9.56,6,-39,-148,20517.2,1
57.809,0.66,-0.91,9.53,4,-38,-147,20517.8,1
57.915,0.48,-0.88,9.53,4,-40,-149,20520.9,1
58.021,0.18,-0.85,9.57,5,-41,-148,20528.1,1
58.126,-0.09,-1,9.58,4,-43,-145,20538.8,1
58.232,-0.17,-1.09,9.6,4,-49,-148,20544.2,1
58.338,-0.26,-1.24,9.62,8,-46,-147,20552.8,1
58.444,-0.23,-1.25,9.64,9,-45,-143,20558.3,1
58.55,-0.19,-1.22,9.67,8,-46,-144,20565.4,1
58.656,-0.07,-1,9.73,5,-46,-145,20568.3,1
58.762,0.09,-0.75,9.8,4,-45,-147,20570.6,1
58.867,0.23,-0.48,9.81,5,-44,-146,20569.9,1
58.973,0.31,-0.52,9.83,1,-42,-147,20566.1,1
59.079,0.56,-0.72,9.8,2,-38,-146,20561.8,1
59.185,0.77,-0.58,9.77,3,-37,-150,20552.6,1
59.291,0.85,-0.47,9.75,1,-33,-148,20546,1
59.397,0.98,-0.38,9.72,3,-38,-149,20538.6,1
59.503,1,-0.46,9.67,4,-36,-146,20530.1,1
59.608,0.95,-0.54,9.62,5,-37,-145,20523.5,1
59.714,0.73,-0.76,9.56,5,-35,-146,20520.2,1
59.82,0.41,-0.85,9.54,7,-38,-148,20523.1,1
59.926,0.25,-0.8,9.56,8,-40,-150,20528.1,1
60.032,-0.03,-0.72,9.61,6,-45,-147,20534.5,1
60.138,-0.25,-0.79,9.63,11,-43,-149,20543,1
60.244,-0.36,-0.95,9.63,8,-44,-146,20549.4,1
60.35,-0.35,-1.03,9.64,10,-47,-148,20558.5,1
60.456,-0.27,-1.03,9.67,10,-45,-145,20561.7,1
60.561,-0.2,-0.78,9.75,7,-44,-147,20568.3,1
60.667,-0.15,-0.64,9.78,6,-45,-146,20572.8,1
60.773,-0.02,-0.49,9.81,9,-44,-150,20576.3,1
60.879,0.15,-0.53,9.83,10,-42,-147,20573.3,1
60.985,0.27,-0.56,9.84,10,-40,-149,20569.7,1
61.091,0.55,-0.65,9.81,9,-38,-147,20561.9,1
61.197,0.81,-0.61,9.78,9,-38,-146,20554.6,1
61.302,0.93,-0.53,9.71,10,-38,-149,20546.5,1
61.408,1.07,-0.53,9.69,12,-35,-148,20537.2,1
61.514,1.07,-0.58,9.63,7,-35,-148,20528.3,1
61.62,0.98,-0.75,9.57,11,-37,-149,20521.7,1
61.726,0.89,-0.87,9.56,11,-35,-146,20518.2,1
61.832,0.59,-0.9,9.53,16,-39,-148,20520.7,1
61.938,0.29,-0.82,9.56,14,-42,-149,20524.3,1
62.044,0.16,-0.82,9.59,12,-42,-149,20529.7,1
62.149,-0.09,-0.86,9.6,16,-42,-146,20539.9,1
62.255,-0.24,-0.96,9.62,13,-42,-148,20548.8,1
62.361,-0.28,-0.99,9.63,13,-42,-149,20554,1
62.467,-0.29,-0.94,9.68,13,-40,-149,20559.9,1
62.573,-0.2,-0.71,9.76,15,-43,-149,20566.3,1
62.679,-0.1,-0.46,9.81,12,-45,-149,20570.5,1
62.785,-0.02,-0.38,9.83,11,-43,-151,20571.5,1
62.891,0.16,-0.27,9.84,12,-41,-147,20570.9,1
62.997,0.38,-0.33,9.84,11,-35,-149,20567.1,1
63.103,0.51,-0.31,9.85,10,-36,-149,20559.4,1
63.209,0.8,-0.27,9.81,12,-34,-149,20551.4,1
63.314,1.02,-0.24,9.73,13,-37,-150,20542.3,1
63.42,1.09,-0.25,9.72,14,-33,-150,20533,1
63.527,1.09,-0.4,9.63,14,-34,-149,20525,1
63.632,0.91,-0.7,9.57,14,-36,-149,20522.2,1
63.738,0.76,-0.85,9.54,18,-36,-149,20520.9,1
63.844,0.42,-0.91,9.53,17,-35,-146,20525,1
63.95,0.06,-0.81,9.57,15,-39,-149,20531.5,1
64.056,-0.2,-0.88,9.6,18,-44,-145,20540.7,1
64.162,-0.29,-0.96,9.61,16,-44,-145,20549.7,1
64.267,-0.36,-1.03,9.63,18,-43,-143,20554.4,1
64.373,-0.32,-0.89,9.7,17,-42,-147,20560.2,1
64.479,-0.26,-0.76,9.74,17,-41,-147,20564.7,1
64.585,-0.13,-0.56,9.81,13,-42,-148,20570.3,1
64.691,0.05,-0.37,9.85,16,-41,-149,20569.3,1
64.797,0.15,-0.31,9.84,14,-42,-153,20569.8,1
64.903,0.34,-0.39,9.85,15,-39,-149,20565.7,1
65.009,0.59,-0.47,9.81,18,-36,-149,20560.2,1
65.114,0.72,-0.47,9.79,16,-34,-149,20551.8,1
65.22,0.9,-0.39,9.75,17,-34,-150,20542.8,1
65.326,0.97,-0.37,9.69,14,-34,-151,20535.8,1
65.432,0.89,-0.49,9.64,17,-36,-151,20529.9,1
65.538,0.81,-0.59,9.6,18,-34,-148,20525.9,1
65.644,0.58,-0.84,9.56,19,-37,-148,20522.9,1
65.75,0.28,-0.81,9.57,20,-39,-147,20526,1
65.856,0.15,-0.79,9.58,18,-41,-147,20530.7,1
65.961,-0.1,-0.78,9.64,18,-42,-149,20537.1,1
66.067,-0.22,-0.91,9.63,20,-43,-148,20544.7,1
66.173,-0.25,-0.94,9.64,21,-41,-148,20550,1
66.279,-0.25,-0.92,9.66,17,-42,-145,20554.3,1
66.385,-0.22,-0.73,9.74,18,-41,-150,20560.6,1
66.491,-0.17,-0.65,9.77,15,-42,-149,20564.8,1
66.597,-0.04,-0.52,9.81,17,-40,-151,20566.1,1
66.702,0.17,-0.35,9.83,17,-38,-151,20563.6,1
66.808,0.42,-0.43,9.83,16,-35,-149,20560.5,1
66.914,0.6,-0.51,9.82,19,-37,-151,20550.5,1
67.02,0.92,-0.54,9.74,19,-31,-149,20539.9,1
67.126,1.19,-0.5,9.71,18,-29,-151,20531.1,1
67.232,1.28,-0.5,9.66,18,-31,-151,20521.2,1
67.338,1.33,-0.6,9.57,22,-27,-148,20510.9,1
67.444,1.16,-0.7,9.5,20,-30,-146,20509.7,1
67.549,0.96,-0.72,9.5,23,-30,-150,20514,1
67.655,0.5,-0.8,9.53,21,-31,-149,20522,1
67.761,0.12,-0.82,9.58,24,-33,-148,20534.3,1
67.867,-0.01,-0.86,9.58,23,-35,-147,20543.5,1
67.973,-0.25,-1.1,9.6,24,-35,-147,20553.4,1
68.079,-0.26,-1.19,9.63,27,-35,-149,20559,1
68.185,-0.3,-0.98,9.7,24,-35,-148,20565.6,1
68.291,-0.3,-0.82,9.75,26,-35,-151,20574,1
68.396,-0.26,-0.61,9.81,25,-38,-150,20578.6,1
68.502,-0.2,-0.5,9.83,25,-39,-151,20581.4,1
68.608,-0.13,-0.58,9.83,24,-36,-150,20579.1,1
68.714,0.08,-0.68,9.83,25,-38,-152,20574.7,1
68.82,0.36,-0.56,9.82,26,-36,-150,20566.5,1
68.926,0.48,-0.47,9.81,26,-33,-151,20560.1,1
69.032,0.72,-0.39,9.77,26,-31,-152,20550.8,1
69.138,0.83,-0.4,9.72,30,-31,-152,20542.8,1
69.243,0.85,-0.47,9.66,30,-30,-151,20538.1,1
69.349,0.8,-0.74,9.63,31,-33,-150,20532.3,1
69.455,0.64,-1.05,9.56,31,-33,-146,20529,1
69.561,0.39,-1.16,9.53,33,-35,-149,20528.2,1
69.667,0.28,-1.12,9.55,33,-39,-148,20531.4,1
69.773,0.05,-0.96,9.59,34,-41,-151,20536.5,1
69.879,-0.12,-0.88,9.63,38,-44,-151,20541.4,1
69.985,-0.2,-0.92,9.64,36,-43,-151,20548.6,1
70.09,-0.26,-0.93,9.64,35,-44,-153,20553.6,1
70.196,-0.29,-0.85,9.67,36,-45,-154,20562,1
70.302,-0.31,-0.74,9.71,37,-47,-153,20567.6,1
70.408,-0.28,-0.6,9.76,33,-50,-152,20572.2,1
70.514,-0.21,-0.48,9.81,35,-46,-155,20576.4,1
70.62,-0.15,-0.45,9.84,34,-45,-155,20574.5,1
70.726,0.06,-0.46,9.84,36,-42,-156,20570.6,1
70.831,0.31,-0.41,9.83,34,-39,-156,20567.2,1
70.937,0.54,-0.25,9.81,33,-38,-157,20559.5,1
71.043,0.62,-0.18,9.81,36,-37,-156,20552.1,1
71.149,0.72,-0.09,9.76,36,-36,-158,20547,1
71.255,0.73,-0.23,9.7,38,-38,-158,20540.5,1
71.361,0.7,-0.39,9.68,38,-36,-157,20536,1
71.466,0.57,-0.72,9.63,37,-38,-156,20534.5,1
71.572,0.35,-0.97,9.57,41,-39,-152,20532,1
71.678,0.26,-1.05,9.58,45,-44,-149,20533.4,1
71.784,0.05,-1.03,9.58,44,-44,-151,20536.6,1
71.89,-0.13,-0.94,9.61,43,-47,-154,20541.3,1
71.996,-0.2,-0.9,9.65,36,-47,-153,20547.3,1
72.102,-0.28,-0.77,9.65,42,-48,-155,20554.4,1
72.207,-0.3,-0.7,9.71,41,-54,-153,20560.1,1
72.313,-0.28,-0.6,9.75,42,-50,-153,20565.4,1
72.419,-0.27,-0.55,9.75,41,-48,-156,20569.2,1
72.525,-0.15,-0.55,9.8,42,-50,-154,20571,1
72.631,0.02,-0.56,9.82,42,-49,-155,20570.6,1
72.737,0.13,-0.55,9.83,42,-48,-154,20566.7,1
72.842,0.34,-0.5,9.82,41,-46,-155,20562.7,1
72.948,0.53,-0.44,9.79,42,-44,-157,20556.4,1
73.054,0.61,-0.4,9.79,42,-40,-154,20551.5,1
73.16,0.66,-0.4,9.73,43,-44,-156,20546.2,1
73.266,0.59,-0.49,9.69,41,-44,-153,20543.5,1
73.372,0.53,-0.57,9.65,43,-45,-153,20541.4,1
73.478,0.32,-0.74,9.64,43,-48,-153,20541.1,1
73.583,0.13,-0.85,9.62,45,-48,-150,20540.9,1
73.689,-0.04,-0.92,9.63,43,-51,-152,20542.1,1
73.795,-0.1,-0.87,9.64,46,-54,-149,20544.4,1
73.901,-0.17,-0.87,9.65,46,-51,-151,20547.7,1
74.007,-0.18,-0.81,9.69,48,-54,-152,20552,1
74.113,-0.18,-0.79,9.69,44,-56,-152,20553.8,1
74.218,-0.16,-0.78,9.72,48,-59,-153,20557.4,1
74.324,-0.13,-0.84,9.73,48,-58,-150,20561.7,1
74.43,-0.11,-0.91,9.73,46,-60,-148,20562.4,1
74.536,-0.03,-1.1,9.71,48,-59,-148,20564.6,1
74.642,0.03,-1.32,9.67,51,-61,-145,20565.8,1
74.748,0.07,-1.55,9.64,50,-57,-145,20567.2,1
74.855,0.13,-1.64,9.62,49,-59,-145,20566.4,1
74.96,0.19,-1.81,9.56,52,-57,-140,20565.5,1
75.066,0.17,-1.88,9.55,53,-61,-139,20567.6,1
75.171,0.16,-1.9,9.52,50,-60,-140,20565.5,1
75.271,0.11,-1.99,9.5,49,-59,-140,20569.8,1
75.377,0.01,-2.01,9.5,54,-63,-138,20573.1,1
75.483,-0.06,-2,9.49,54,-61,-138,20575.9,1
75.589,-0.18,-2.03,9.47,56,-64,-137,20580.5,1
75.695,-0.27,-1.99,9.5,51,-64,-139,20585.5,1
75.8,-0.32,-1.99,9.49,53,-63,-139,20590.9,1
75.906,-0.36,-1.92,9.53,50,-67,-136,20596.1,1
76.012,-0.35,-1.86,9.54,50,-65,-141,20600.2,1
76.118,-0.37,-1.77,9.57,50,-63,-140,20605.8,1
76.224,-0.32,-1.73,9.58,49,-64,-139,20611.3,1
76.33,-0.3,-1.55,9.62,48,-64,-143,20614.2,1
76.435,-0.26,-1.42,9.64,47,-64,-141,20619.9,1
76.541,-0.25,-1.37,9.66,47,-63,-144,20623.7,1
76.647,-0.21,-1.24,9.67,44,-63,-144,20629.3,1
76.753,-0.15,-1.14,9.67,44,-64,-145,20633.3,1
76.859,-0.12,-1.1,9.69,38,-59,-145,20636.7,1
76.965,-0.08,-1.04,9.71,44,-62,-143,20639.6,1
77.071,-0.04,-0.99,9.73,41,-62,-144,20641.9,1
77.177,-0.01,-0.95,9.71,41,-60,-145,20643.6,1
77.283,0.06,-0.9,9.72,40,-58,-146,20646.2,1
77.388,0.12,-0.86,9.72,41,-56,-148,20649.4,1
77.494,0.16,-0.79,9.73,39,-57,-145,20649.6,1
77.6,0.24,-0.86,9.72,37,-54,-144,20649.8,1
77.706,0.32,-0.86,9.7,37,-53,-145,20651.7,1
77.812,0.39,-0.89,9.71,37,-51,-147,20650.2,1
77.918,0.42,-0.92,9.68,37,-55,-144,20648.4,1
78.024,0.49,-1.01,9.66,36,-51,-143,20648.6,1
78.129,0.53,-1.02,9.65,37,-50,-142,20646.5,1
78.235,0.57,-1.03,9.64,36,-47,-144,20647.1,1
78.341,0.59,-1.07,9.65,37,-46,-142,20644.4,1
78.447,0.61,-1.11,9.63,36,-48,-142,20645.3,1
78.553,0.61,-1.11,9.63,35,-46,-144,20642.5,1
78.659,0.6,-1.06,9.64,35,-47,-141,20643.9,1
78.765,0.59,-1.13,9.63,34,-44,-143,20642.6,1
78.871,0.58,-1.14,9.63,31,-43,-139,20642.8,1
78.977,0.55,-1.16,9.61,32,-42,-142,20642.5,1
79.082,0.51,-1.19,9.6,33,-45,-141,20642.2,1
79.188,0.47,-1.16,9.63,29,-42,-139,20642.4,1
79.294,0.48,-1.16,9.64,33,-41,-140,20644.6,1
79.4,0.46,-1.13,9.65,29,-39,-141,20643.6,1
79.506,0.43,-1.18,9.63,34,-42,-141,20645.4,1
79.615,0.42,-1.19,9.63,27,-42,-141,20644.7,1
79.718,0.39,-1.14,9.63,28,-40,-142,20647.1,1
79.824,0.35,-1.16,9.61,27,-40,-141,20648.9,1
79.929,0.34,-1.17,9.62,26,-42,-140,20650.3,1
80.035,0.3,-1.16,9.64,27,-41,-138,20652.4,1
80.141,0.29,-1.1,9.65,22,-38,-141,20654.4,1
80.247,0.29,-1.11,9.66,20,-39,-144,20655.2,1
80.353,0.27,-1.09,9.65,23,-40,-143,20657.1,1
80.459,0.29,-1.09,9.68,23,-40,-143,20658,1
80.565,0.32,-1.12,9.67,22,-39,-143,20661,1
80.671,0.34,-1.12,9.67,22,-40,-142,20659.5,1
80.776,0.4,-1.19,9.65,23,-40,-141,20659.1,1
80.882,0.45,-1.19,9.65,23,-38,-142,20660.6,1
80.988,0.49,-1.2,9.65,18,-39,-139,20659.4,1
81.094,0.53,-1.28,9.63,17,-36,-141,20658.1,1
81.2,0.57,-1.27,9.59,16,-35,-140,20656.2,1
81.306,0.6,-1.23,9.64,19,-37,-142,20655.7,1
81.412,0.63,-1.3,9.6,21,-37,-138,20653.9,1
81.517,0.67,-1.33,9.58,18,-38,-142,20651.2,1
81.623,0.71,-1.38,9.56,15,-35,-140,20650.2,1
81.729,0.69,-1.3,9.6,16,-34,-142,20648.4,1
81.835,0.71,-1.32,9.59,14,-34,-141,20648.7,1
81.941,0.72,-1.31,9.59,15,-34,-143,20646.6,1
82.047,0.72,-1.32,9.59,11,-36,-142,20644.8,1
82.153,0.69,-1.23,9.59,11,-38,-143,20643.3,1
82.259,0.65,-1.32,9.57,11,-35,-142,20641.2,1
82.364,0.62,-1.27,9.58,8,-34,-143,20642.7,1
82.47,0.58,-1.26,9.59,12,-36,-142,20642.5,1
82.576,0.53,-1.21,9.61,7,-36,-143,20643.5,1
82.682,0.51,-1.26,9.61,8,-36,-142,20642.7,1
82.788,0.48,-1.27,9.6,10,-38,-146,20644.4,1
82.893,0.46,-1.33,9.59,7,-35,-146,20643.4,1
82.999,0.45,-1.3,9.63,7,-38,-142,20645.8,1
83.105,0.46,-1.37,9.62,9,-39,-143,20646,1
83.211,0.48,-1.43,9.59,7,-36,-142,20645.6,1
83.317,0.5,-1.46,9.58,6,-35,-141,20643.2,1
83.422,0.51,-1.48,9.58,7,-34,-143,20643.8,1
83.528,0.53,-1.46,9.58,7,-33,-144,20643.1,1
83.634,0.56,-1.45,9.59,7,-34,-143,20641,1
83.74,0.55,-1.45,9.59,5,-37,-140,20642.7,1
83.846,0.58,-1.51,9.58,5,-35,-144,20641.4,1
83.951,0.6,-1.55,9.56,5,-34,-142,20639.4,1
84.057,0.6,-1.54,9.56,4,-35,-142,20636.9,1
84.163,0.6,-1.51,9.56,5,-35,-143,20639.2,1
84.269,0.59,-1.5,9.56,5,-38,-145,20637.5,1
84.375,0.57,-1.49,9.56,6,-35,-143,20637,1
84.48,0.57,-1.46,9.56,5,-35,-145,20636.9,1
84.586,0.56,-1.48,9.56,5,-35,-144,20637.2,1
84.693,0.51,-1.44,9.58,2,-35,-143,20636.8,1
84.798,0.5,-1.44,9.57,4,-37,-146,20637.6,1
84.903,0.49,-1.44,9.59,1,-36,-145,20639.6,1
85.009,0.46,-1.48,9.57,4,-37,-143,20638.8,1
85.115,0.44,-1.47,9.56,4,-34,-143,20640.2,1
85.221,0.41,-1.49,9.59,2,-36,-144,20641.4,1
85.327,0.4,-1.51,9.56,5,-35,-143,20641.9,1
85.432,0.4,-1.5,9.58,4,-36,-143,20642.6,1
85.538,0.4,-1.45,9.59,2,-39,-143,20643,1
85.644,0.41,-1.46,9.6,3,-37,-143,20642.4,1
85.75,0.42,-1.45,9.6,0,-36,-144,20643.9,1
85.855,0.48,-1.43,9.61,6,-34,-142,20644.6,1
85.961,0.51,-1.39,9.61,5,-39,-144,20643.8,1
86.067,0.56,-1.44,9.59,4,-35,-144,20643.1,1
86.173,0.58,-1.46,9.6,2,-36,-143,20640.1,1
86.279,0.6,-1.39,9.58,0,-33,-144,20640,1
86.384,0.62,-1.42,9.59,4,-34,-143,20638.8,1
86.49,0.65,-1.44,9.59,3,-31,-144,20637.9,1
86.596,0.68,-1.44,9.56,5,-35,-143,20636.3,1
86.702,0.71,-1.47,9.57,5,-34,-146,20632.7,1
86.808,0.73,-1.49,9.55,3,-34,-144,20632,1
86.913,0.74,-1.54,9.56,7,-33,-143,20629.7,1
87.019,0.74,-1.53,9.55,5,-34,-141,20627.5,1
87.125,0.73,-1.56,9.53,6,-35,-145,20626.2,1
87.231,0.68,-1.56,9.54,3,-35,-146,20625.6,1
87.337,0.6,-1.51,9.55,5,-34,-145,20624.8,1
87.442,0.52,-1.54,9.54,4,-36,-143,20626.3,1
87.548,0.46,-1.48,9.56,5,-35,-143,20627.9,1
87.654,0.39,-1.51,9.56,4,-37,-143,20629.9,1
87.76,0.32,-1.45,9.59,5,-38,-146,20633.6,1
87.866,0.3,-1.45,9.59,3,-37,-145,20633.6,1
87.971,0.26,-1.4,9.6,5,-37,-144,20635.5,1
88.077,0.25,-1.44,9.59,5,-36,-147,20638.5,1
88.183,0.24,-1.42,9.61,4,-40,-145,20640,1
88.289,0.24,-1.42,9.61,5,-38,-144,20641.5,1
88.395,0.23,-1.43,9.6,4,-42,-148,20643.4,1
88.5,0.24,-1.42,9.62,4,-40,-144,20645.5,1
88.606,0.24,-1.41,9.61,5,-38,-147,20648.2,1
88.712,0.26,-1.36,9.63,7,-38,-146,20647.9,1
88.818,0.31,-1.34,9.64,5,-39,-145,20647.4,1
88.924,0.33,-1.33,9.64,7,-38,-143,20649.2,1
89.029,0.37,-1.34,9.62,4,-36,-145,20650.2,1
89.135,0.42,-1.34,9.62,7,-37,-145,20650.1,1
89.241,0.44,-1.31,9.64,7,-36,-147,20649.5,1
89.347,0.51,-1.27,9.62,6,-37,-145,20647.7,1
89.453,0.56,-1.23,9.63,6,-39,-147,20646.9,1
89.559,0.59,-1.28,9.63,5,-37,-146,20645.8,1
89.664,0.62,-1.24,9.62,6,-40,-144,20646.2,1
89.77,0.62,-1.31,9.59,6,-39,-144,20645.6,1
89.876,0.6,-1.31,9.59,8,-37,-144,20644.5,1
89.982,0.6,-1.38,9.58,8,-40,-145,20641.7,1
90.087,0.61,-1.4,9.56,8,-38,-145,20641.4,1
90.193,0.6,-1.46,9.58,10,-37,-142,20640.6,1
90.299,0.59,-1.47,9.57,9,-37,-144,20641.9,1
90.405,0.57,-1.54,9.56,8,-38,-146,20638.8,1
90.511,0.55,-1.53,9.56,8,-39,-143,20640.3,1
90.616,0.54,-1.52,9.56,9,-40,-144,20639.6,1
90.723,0.51,-1.56,9.57,9,-41,-145,20639.8,1
90.828,0.5,-1.53,9.56,10,-40,-146,20637.8,1
90.934,0.5,-1.53,9.57,12,-37,-144,20638.7,1
91.04,0.51,-1.45,9.57,10,-39,-145,20639,1
91.145,0.49,-1.5,9.57,11,-41,-143,20636.9,1
91.251,0.48,-1.47,9.59,8,-39,-144,20638.9,1
91.357,0.48,-1.4,9.59,8,-42,-144,20638.7,1
91.463,0.46,-1.35,9.57,9,-40,-146,20640,1
91.569,0.48,-1.32,9.62,10,-41,-146,20640.4,1
91.675,0.48,-1.29,9.6,9,-41,-146,20642,1
91.781,0.49,-1.36,9.6,10,-39,-145,20640.9,1
91.886,0.49,-1.31,9.61,10,-40,-145,20641,1
91.992,0.5,-1.32,9.6,10,-41,-144,20639.1,1
92.098,0.51,-1.36,9.6,9,-42,-146,20642.3,1
92.204,0.5,-1.4,9.59,11,-43,-144,20641.9,1
92.31,0.5,-1.39,9.59,12,-40,-143,20640.7,1
92.415,0.48,-1.53,9.58,12,-42,-146,20641.4,1
92.521,0.45,-1.51,9.57,14,-42,-143,20641,1
92.627,0.46,-1.52,9.57,12,-41,-143,20641.6,1
92.733,0.43,-1.55,9.56,12,-45,-144,20640.9,1
92.839,0.4,-1.56,9.56,13,-47,-146,20641.6,1
